,PM2.5,PM10,SO2,NO2,CO,O3,U(m/s),V(m/s),TEMP(K),RH(%),PSFC(Pa),lon,date,IAQI_SO2,IAQI_NO2,IAQI_PM10,IAQI_CO,IAQI_O3,IAQI_PM25,IAQI
1380,42.77,48.02,12.79,5.53,0.42,79.22,-3.99,-5.15,298.9,68.89,100386.7,"110.65,23.49",2013-10-1,12.79,6.9125000000000005,48.02,10.5,39.61,59.712500000000006,59.712500000000006
1390,39.71,46.38,10.68,7.36,0.58,60.51,-5.04,-5.2,297.72,74.08,98327.34,"112.11,23.41",2013-10-1,10.68,9.200000000000001,46.38,14.499999999999998,30.255,55.8875,55.8875
1400,49.3,61.87,16.62,23.02,0.93,61.69,-3.32,-3.52,299.34,73.3,100126.45,"113.57,23.31",2013-10-1,16.62,28.775,55.935,23.25,30.845,67.875,67.875
1410,52.28,62.2,9.23,13.84,0.79,80.62,-3.95,-3.35,298.23,76.25,98568.17,"115.02,23.19",2013-10-1,9.23,17.3,56.1,19.75,40.31,71.6,71.6
1420,35.49,46.3,8.18,15.64,0.32,93.58,-6.68,-5.06,298.83,79.38,101018.73,"116.48,23.06",2013-10-1,8.18,19.55,46.3,8.0,46.79,50.612500000000004,50.612500000000004
1430,20.49,21.46,5.77,2.12,0.18,81.6,-4.91,0.16,294.06,52.06,86457.08,"99.49,23.63",2013-10-1,5.77,2.6500000000000004,21.46,4.5,40.8,29.27142857142857,40.8
1440,22.76,23.8,6.76,2.56,0.68,81.17,-7.78,0.39,291.17,64.11,83789.22,"100.96,23.69",2013-10-1,6.76,3.2,23.8,17.0,40.585,32.51428571428572,40.585
1450,28.8,35.86,12.8,7.12,1.56,63.22,-9.64,-1.94,289.97,68.45,83792.31,"102.43,23.73",2013-10-1,12.8,8.9,35.86,39.0,31.61,41.142857142857146,41.142857142857146
1460,34.17,38.08,9.96,2.45,0.49,83.91,-6.05,-2.92,289.61,76.07,85454.09,"103.9,23.76",2013-10-1,9.96,3.0625,38.08,12.25,41.955,48.81428571428572,48.81428571428572
1470,41.52,44.74,10.59,2.53,0.28,83.68,-1.29,-2.99,288.47,86.7,87802.69,"105.37,23.76",2013-10-1,10.59,3.1624999999999996,44.74,7.000000000000001,41.84,58.150000000000006,58.150000000000006
1480,47.18,53.9,14.3,7.11,0.41,74.61,2.7,-0.16,294.65,72.92,99138.52,"106.84,23.75",2013-10-1,14.3,8.887500000000001,51.95,10.25,37.305,65.225,65.225
1490,48.56,56.69,15.55,7.92,0.56,65.02,-5.03,-7.18,293.48,84.29,96736.37,"108.31,23.71",2013-10-1,15.55,9.9,53.345,14.000000000000002,32.51,66.95,66.95
1500,41.68,47.59,12.06,4.8,0.44,85.11,-3.24,-4.53,297.37,73.23,97937.14,"109.77,23.66",2013-10-1,12.06,6.0,47.59,11.0,42.555,58.35,58.35
1510,39.83,45.38,11.13,5.85,0.44,69.71,-5.24,-4.63,298.84,68.11,99718.37,"111.24,23.59",2013-10-1,11.13,7.3125,45.38,11.0,34.855,56.037499999999994,56.037499999999994
1520,43.08,51.02,15.44,9.64,0.72,62.08,-4.25,-6.45,298.89,69.9,100418.81,"112.7,23.5",2013-10-1,15.44,12.05,50.510000000000005,18.0,31.04,60.099999999999994,60.099999999999994
1530,48.71,55.24,13.71,10.47,0.9,78.48,-3.56,-4.77,297.94,77.07,98722.31,"114.16,23.4",2013-10-1,13.71,13.0875,52.620000000000005,22.5,39.24,67.1375,67.1375
1540,62.03,77.55,10.35,15.95,0.59,83.08,-4.77,-3.44,297.0,79.57,97538.23,"115.62,23.27",2013-10-1,10.35,19.9375,63.775,14.75,41.54,83.7875,83.7875
1550,12.77,18.05,6.57,20.25,0.18,64.54,1.16,-0.39,300.17,77.23,99797.31,"120.54,22.71",2013-10-1,6.57,25.3125,18.05,4.5,32.27,18.242857142857144,32.27
1560,21.48,22.43,6.09,2.14,0.19,82.3,-7.25,1.53,290.45,62.15,81664.36,"99.78,23.78",2013-10-1,6.09,2.6750000000000003,22.43,4.75,41.15,30.685714285714287,41.15
1570,24.14,26.11,7.97,4.16,0.95,78.03,-4.95,0.68,292.19,61.0,85536.29,"101.25,23.83",2013-10-1,7.97,5.2,26.11,23.75,39.015,34.48571428571429,39.015
1580,30.09,38.89,13.68,8.65,1.58,58.86,-7.5,-1.33,289.43,70.47,83614.73,"102.72,23.87",2013-10-1,13.68,10.8125,38.89,39.5,29.43,42.98571428571429,42.98571428571429
1590,38.98,43.19,10.85,2.71,0.34,82.64,-3.75,-4.46,287.07,87.91,83964.46,"104.19,23.89",2013-10-1,10.85,3.3875,43.19,8.5,41.32,54.974999999999994,54.974999999999994
1600,42.83,46.24,13.43,2.57,0.3,92.61,-0.84,-2.7,290.07,79.93,89685.32,"105.66,23.89",2013-10-1,13.43,3.2125,46.24,7.5,46.305,59.787499999999994,59.787499999999994
1610,42.37,48.35,11.32,3.64,0.39,78.57,-1.84,-4.82,293.59,77.18,96286.12,"107.13,23.88",2013-10-1,11.32,4.55,48.35,9.75,39.285,59.2125,59.2125
1620,52.12,61.52,19.27,10.66,0.6,64.69,-1.98,-5.9,294.53,81.91,98318.86,"108.6,23.84",2013-10-1,19.27,13.325,55.760000000000005,15.0,32.345,71.4,71.4
1630,41.58,47.16,11.95,4.54,0.42,91.82,-5.85,-4.62,296.07,75.3,95379.09,"110.07,23.78",2013-10-1,11.95,5.675,47.16,10.5,45.91,58.224999999999994,58.224999999999994
1640,41.26,47.32,10.83,7.15,0.48,65.19,-3.16,-3.98,298.69,69.24,100014.77,"111.54,23.71",2013-10-1,10.83,8.9375,47.32,12.0,32.595,57.824999999999996,57.824999999999996
1650,45.55,54.2,18.45,11.99,0.77,62.63,-3.26,-6.25,299.02,69.72,100696.54,"113.01,23.62",2013-10-1,18.45,14.9875,52.1,19.25,31.315,63.1875,63.1875
1660,52.05,60.67,12.46,14.08,0.96,77.58,-3.37,-5.97,298.69,74.52,99659.89,"114.47,23.51",2013-10-1,12.46,17.6,55.335,24.0,38.79,71.3125,71.3125
1670,83.53,114.53,11.66,23.23,0.54,79.71,-3.88,-2.3,298.49,74.9,100083.09,"115.93,23.38",2013-10-1,11.66,29.0375,82.265,13.5,39.855,110.6625,110.6625
1680,7.45,9.64,1.47,9.27,0.13,57.94,-4.12,-4.56,292.08,89.61,85639.91,"120.85,22.81",2013-10-1,1.47,11.587499999999999,9.64,3.25,28.97,10.642857142857144,28.97
1690,22.1,23.29,6.5,2.42,0.19,81.65,-4.15,-1.8,292.6,55.66,85033.43,"99.77,23.91",2013-10-1,6.5,3.025,23.29,4.75,40.825,31.571428571428573,40.825
1700,23.74,25.81,8.19,4.08,0.96,79.18,-6.89,0.27,292.96,57.51,85303.66,"101.24,23.97",2013-10-1,8.19,5.1,25.81,24.0,39.59,33.91428571428571,39.59
1710,28.86,38.15,12.68,9.13,1.67,58.16,-8.51,-0.65,289.83,68.32,83403.19,"102.72,24.01",2013-10-1,12.68,11.412500000000001,38.15,41.75,29.08,41.22857142857143,41.75
1720,39.93,44.68,11.58,3.32,0.37,81.44,-2.78,-3.32,287.36,85.29,84357.98,"104.19,24.03",2013-10-1,11.58,4.1499999999999995,44.68,9.25,40.72,56.1625,56.1625
1730,42.91,46.41,14.08,2.24,0.31,94.76,-0.61,-1.94,291.32,75.47,91530.8,"105.66,24.03",2013-10-1,14.08,2.8000000000000003,46.41,7.75,47.38,59.887499999999996,59.887499999999996
1740,42.25,48.17,11.42,3.43,0.38,80.64,-2.33,-5.0,293.69,75.03,95960.57,"107.14,24.01",2013-10-1,11.42,4.2875000000000005,48.17,9.5,40.32,59.0625,59.0625
1750,52.12,61.59,18.0,8.75,0.58,68.79,-2.63,-6.72,294.54,80.25,98192.68,"108.61,23.97",2013-10-1,18.0,10.9375,55.795,14.499999999999998,34.395,71.4,71.4
1760,41.55,46.83,12.08,4.29,0.41,92.07,-6.26,-4.14,295.1,77.79,93723.85,"110.08,23.92",2013-10-1,12.08,5.3625,46.83,10.25,46.035,58.1875,58.1875
1770,41.69,48.02,11.69,6.81,0.47,68.89,-2.52,-4.16,299.19,66.27,100428.92,"111.55,23.84",2013-10-1,11.69,8.5125,48.02,11.75,34.445,58.3625,58.3625
1780,45.85,54.45,17.81,11.02,0.73,63.76,-3.21,-6.54,298.16,71.5,99698.95,"113.02,23.75",2013-10-1,17.81,13.774999999999999,52.225,18.25,31.88,63.5625,63.5625
1790,52.91,61.38,12.92,13.24,0.93,78.25,-3.29,-5.74,297.16,78.6,97902.16,"114.48,23.64",2013-10-1,12.92,16.55,55.69,23.25,39.125,72.38749999999999,72.38749999999999
1800,77.75,103.73,10.96,21.18,0.5,79.89,-4.05,-2.84,297.94,75.42,98604.88,"115.94,23.51",2013-10-1,10.96,26.475,76.86500000000001,12.5,39.945,103.4375,103.4375
1810,25.95,35.36,12.93,34.8,0.25,62.74,-0.03,0.01,300.49,78.84,100145.29,"120.44,23.0",2013-10-1,12.93,43.5,35.36,6.25,31.37,37.07142857142857,43.5
1820,23.3,24.53,6.07,2.39,0.2,81.16,-6.68,0.58,289.7,59.61,80993.25,"99.18,24.02",2013-10-1,6.07,2.9875000000000003,24.53,5.0,40.58,33.285714285714285,40.58
1830,24.14,25.5,7.6,2.66,0.21,84.01,-4.58,-0.22,291.67,59.11,84569.91,"100.65,24.08",2013-10-1,7.6,3.325,25.5,5.25,42.005,34.48571428571429,42.005
1840,27.83,37.55,14.19,11.6,2.12,54.99,-6.17,0.2,292.07,58.56,84380.07,"102.12,24.13",2013-10-1,14.19,14.5,37.55,53.0,27.495,39.75714285714285,53.0
1850,29.82,33.99,9.51,2.3,0.61,82.01,-9.79,-3.57,290.59,68.69,85951.2,"103.6,24.16",2013-10-1,9.51,2.875,33.99,15.25,41.005,42.6,42.6
1860,41.24,44.82,13.15,2.68,0.29,91.2,-2.12,-1.44,290.21,77.66,88620.7,"105.07,24.16",2013-10-1,13.15,3.35,44.82,7.249999999999999,45.6,57.800000000000004,57.800000000000004
1870,40.68,45.09,11.86,2.77,0.32,88.06,-1.27,-2.3,294.09,69.77,95650.02,"106.55,24.15",2013-10-1,11.86,3.4625,45.09,8.0,44.03,57.1,57.1
1880,48.83,56.68,13.18,5.49,0.5,71.57,-2.61,-6.7,292.2,85.89,94938.7,"108.02,24.12",2013-10-1,13.18,6.862500000000001,53.34,12.5,35.785,67.2875,67.2875
1890,57.74,71.37,26.54,15.64,0.67,75.29,-0.65,-6.62,296.29,74.94,99680.67,"109.5,24.08",2013-10-1,26.54,19.55,60.685,16.75,37.645,78.42500000000001,78.42500000000001
1900,41.83,47.14,13.28,4.5,0.39,84.18,-4.32,-6.81,297.2,71.89,98567.15,"110.97,24.01",2013-10-1,13.28,5.625,47.14,9.75,42.09,58.537499999999994,58.537499999999994
1910,40.91,47.55,12.78,7.92,0.52,69.31,-6.3,-5.62,297.04,72.28,97084.75,"112.44,23.93",2013-10-1,12.78,9.9,47.55,13.0,34.655,57.387499999999996,57.387499999999996
1920,49.25,57.09,14.3,8.58,0.77,71.3,-3.97,-4.4,296.56,79.36,96557.0,"113.91,23.82",2013-10-1,14.3,10.725,53.545,19.25,35.65,67.8125,67.8125
1930,61.6,72.22,10.27,15.84,0.76,78.85,-3.23,-4.62,297.17,78.97,96862.37,"115.37,23.7",2013-10-1,10.27,19.8,61.11,19.0,39.425,83.25,83.25
1940,44.77,56.0,9.31,17.4,0.38,85.61,-5.31,-3.27,298.98,71.98,101082.28,"116.83,23.56",2013-10-1,9.31,21.75,53.0,9.5,42.805,62.212500000000006,62.212500000000006
1950,27.1,28.62,7.36,3.45,0.23,89.71,-3.63,-2.02,294.37,47.82,89267.62,"97.7,24.07",2013-10-1,7.36,4.3125,28.62,5.75,44.855,38.714285714285715,44.855
1960,21.77,22.84,6.2,1.95,0.19,86.63,-7.32,2.82,291.01,57.36,81647.74,"99.61,24.17",2013-10-1,6.2,2.4375,22.84,4.75,43.315,31.1,43.315
1970,25.7,27.86,9.31,4.11,1.1,83.06,-6.19,-0.43,292.3,57.1,84218.21,"101.09,24.23",2013-10-1,9.31,5.1375,27.86,27.500000000000004,41.53,36.714285714285715,41.53
1980,36.02,54.07,23.11,19.14,2.8,45.47,-7.27,0.07,289.4,67.7,81790.54,"102.56,24.27",2013-10-1,23.11,23.925,52.035,70.0,22.735,51.275000000000006,70.0
1990,39.5,45.68,13.2,4.2,0.51,80.0,-2.49,-1.54,288.29,78.28,85910.16,"104.04,24.29",2013-10-1,13.2,5.25,45.68,12.75,40.0,55.625,55.625
2000,41.23,44.75,14.66,2.38,0.31,97.95,-1.63,-2.4,292.78,67.58,92513.41,"105.52,24.3",2013-10-1,14.66,2.9749999999999996,44.75,7.75,48.975,57.787499999999994,57.787499999999994
2010,42.89,48.36,11.72,3.13,0.35,82.83,-1.94,-5.29,292.65,74.83,93979.14,"106.99,24.28",2013-10-1,11.72,3.9124999999999996,48.36,8.75,41.415,59.8625,59.8625
2020,56.16,65.24,15.37,6.96,0.56,72.69,-1.89,-4.65,292.54,87.41,96228.62,"108.47,24.25",2013-10-1,15.37,8.7,57.62,14.000000000000002,36.345,76.44999999999999,76.44999999999999
2030,46.37,53.65,14.47,6.31,0.5,88.85,-4.67,-4.65,297.79,68.65,99152.9,"109.95,24.19",2013-10-1,14.47,7.887499999999999,51.825,12.5,44.425,64.21249999999999,64.21249999999999
2040,44.96,51.05,13.17,5.83,0.42,74.6,-3.11,-5.95,295.44,76.58,95624.54,"111.42,24.12",2013-10-1,13.17,7.2875,50.525,10.5,37.3,62.45,62.45
2050,44.34,53.41,15.15,10.64,0.63,64.69,-3.19,-4.24,298.19,69.47,99965.83,"112.89,24.03",2013-10-1,15.15,13.3,51.705,15.75,32.345,61.675000000000004,61.675000000000004
2060,51.36,59.75,12.97,8.4,0.8,76.75,-3.06,-5.3,296.4,78.5,97108.98,"114.36,23.92",2013-10-1,12.97,10.5,54.875,20.0,38.375,70.45,70.45
2070,65.35,77.7,10.86,16.99,0.52,81.86,-2.73,-3.21,296.71,78.07,96442.19,"115.83,23.79",2013-10-1,10.86,21.237499999999997,63.85,13.0,40.93,87.9375,87.9375
2080,23.28,35.53,9.88,28.74,0.24,64.18,-0.38,-3.14,300.13,81.14,100940.72,"120.19,23.3",2013-10-1,9.88,35.925,35.53,6.0,32.09,33.25714285714286,35.925
2090,25.88,27.41,7.64,3.56,0.23,92.34,-2.44,-1.87,294.4,45.15,89264.81,"97.98,24.22",2013-10-1,7.64,4.45,27.41,5.75,46.17,36.97142857142857,46.17
2100,24.12,25.52,7.62,2.8,0.21,86.4,-2.12,-1.96,293.2,50.07,86666.74,"99.46,24.3",2013-10-1,7.62,3.5,25.52,5.25,43.2,34.45714285714286,43.2
2110,28.29,30.33,10.58,4.58,1.32,84.29,-5.48,-1.27,291.52,57.94,84098.31,"100.93,24.36",2013-10-1,10.58,5.725,30.33,33.0,42.145,40.41428571428571,42.145
2120,40.76,61.38,30.81,25.47,3.2,43.17,-7.23,0.32,289.05,71.58,81098.34,"102.41,24.4",2013-10-1,30.81,31.8375,55.69,80.0,21.585,57.199999999999996,80.0
2130,37.6,43.88,12.49,3.71,0.56,78.05,-5.85,-0.95,286.34,85.7,82544.04,"103.89,24.43",2013-10-1,12.49,4.6375,43.88,14.000000000000002,39.025,53.25,53.25
2140,41.12,44.88,14.92,2.63,0.31,98.86,-3.05,-3.3,291.58,69.86,89784.04,"105.37,24.43",2013-10-1,14.92,3.2874999999999996,44.88,7.75,49.43,57.65,57.65
2150,43.64,48.75,11.99,2.99,0.34,83.72,-1.9,-5.11,291.86,74.84,92544.84,"106.85,24.42",2013-10-1,11.99,3.7375000000000003,48.75,8.5,41.86,60.8,60.8
2160,55.05,63.18,14.6,6.01,0.52,79.54,-1.0,-2.07,293.72,83.7,97943.77,"108.33,24.39",2013-10-1,14.6,7.512499999999999,56.59,13.0,39.77,75.0625,75.0625
2170,48.47,56.41,15.26,6.85,0.52,87.25,-2.12,-4.8,297.43,69.51,100036.56,"109.81,24.33",2013-10-1,15.26,8.5625,53.205,13.0,43.625,66.8375,66.8375
2180,46.24,52.46,14.54,5.59,0.41,82.33,-2.66,-5.53,296.19,75.24,97554.72,"111.28,24.26",2013-10-1,14.54,6.9875,51.230000000000004,10.25,41.165,64.05,64.05
2190,44.6,53.71,13.79,10.95,0.57,66.79,-0.84,-3.04,297.32,71.72,98466.23,"112.76,24.18",2013-10-1,13.79,13.6875,51.855000000000004,14.249999999999998,33.395,62.0,62.0
2200,50.27,58.7,13.71,8.2,0.75,76.86,-3.49,-4.59,296.61,76.37,96826.21,"114.23,24.07",2013-10-1,13.71,10.25,54.35,18.75,38.43,69.0875,69.0875
2210,63.9,74.61,11.47,16.71,0.59,83.18,-1.03,-3.2,298.77,74.62,99478.52,"115.69,23.94",2013-10-1,11.47,20.887500000000003,62.305,14.75,41.59,86.125,86.125
2220,36.6,43.59,10.52,12.61,0.35,88.62,-6.08,-5.43,297.74,73.91,99050.84,"117.16,23.8",2013-10-1,10.52,15.7625,43.59,8.75,44.31,52.0,52.0
2230,6.87,11.61,1.23,4.64,0.13,64.84,-1.9,-8.92,297.74,81.64,97573.88,"121.37,23.28",2013-10-1,1.23,5.8,11.61,3.25,32.42,9.814285714285715,32.42
2240,23.9,25.32,7.19,2.79,0.21,89.47,-3.78,-0.43,292.98,49.29,85745.05,"99.0,24.41",2013-10-1,7.19,3.4875,25.32,5.25,44.735,34.14285714285714,44.735
2250,26.19,27.87,9.91,3.46,0.23,87.38,-5.23,0.55,292.46,53.08,84734.38,"100.48,24.48",2013-10-1,9.91,4.325,27.87,5.75,43.69,37.41428571428572,43.69
2260,32.75,46.16,16.88,15.44,2.08,53.08,-4.85,0.19,291.21,59.73,82889.87,"101.96,24.53",2013-10-1,16.88,19.3,46.16,52.0,26.54,46.785714285714285,52.0
2270,34.05,41.77,12.11,5.45,0.74,75.0,-7.35,-0.6,288.12,74.34,81939.57,"103.44,24.56",2013-10-1,12.11,6.8125,41.77,18.5,37.5,48.64285714285714,48.64285714285714
2280,42.64,47.74,19.45,3.84,0.33,93.21,-3.01,-2.77,291.34,68.32,89448.59,"104.93,24.57",2013-10-1,19.45,4.8,47.74,8.25,46.605,59.55,59.55
2290,40.4,43.8,11.68,2.15,0.3,92.86,-4.25,-3.9,289.66,77.64,87716.69,"106.41,24.56",2013-10-1,11.68,2.6875,43.8,7.5,46.43,56.75,56.75
2300,49.9,55.61,14.33,4.12,0.41,87.4,-0.92,-1.61,293.85,77.2,96847.06,"107.89,24.53",2013-10-1,14.33,5.15,52.805,10.25,43.7,68.625,68.625
2310,63.64,83.17,38.47,23.49,0.76,78.16,-0.9,-3.38,297.02,70.03,100142.56,"109.37,24.49",2013-10-1,38.47,29.362499999999997,66.58500000000001,19.0,39.08,85.8,85.8
2320,41.84,47.38,13.41,4.25,0.39,93.41,-3.99,-2.88,296.22,71.98,96093.2,"110.85,24.42",2013-10-1,13.41,5.3125,47.38,9.75,46.705,58.550000000000004,58.550000000000004
2330,48.57,57.75,14.35,10.45,0.49,69.07,-2.45,-7.9,294.23,79.4,94595.14,"112.32,24.34",2013-10-1,14.35,13.0625,53.875,12.25,34.535,66.9625,66.9625
2340,49.39,59.34,15.51,9.51,0.71,71.46,-3.37,-4.68,298.1,68.94,99440.09,"113.8,24.24",2013-10-1,15.51,11.8875,54.67,17.75,35.73,67.9875,67.9875
2350,57.63,65.79,12.06,15.9,0.84,82.58,-1.02,-4.54,297.45,79.57,98202.55,"115.27,24.12",2013-10-1,12.06,19.875,57.895,21.0,41.29,78.2875,78.2875
2360,46.33,55.63,8.82,11.94,0.36,83.15,-2.6,-3.0,295.96,77.93,95481.77,"116.73,23.98",2013-10-1,8.82,14.924999999999999,52.815,9.0,41.575,64.1625,64.1625
2370,15.33,19.47,5.7,20.23,0.18,62.49,0.33,0.05,294.96,87.01,89942.47,"120.67,23.51",2013-10-1,5.7,25.2875,19.47,4.5,31.245,21.900000000000002,31.245
2380,25.29,26.68,8.03,3.56,0.22,91.32,-3.58,-1.94,293.58,45.28,86704.79,"98.26,24.51",2013-10-1,8.03,4.45,26.68,5.5,45.66,36.128571428571426,45.66
2390,25.91,27.51,9.47,3.5,0.23,88.49,-6.05,-0.09,292.32,51.5,83686.88,"99.74,24.58",2013-10-1,9.47,4.375,27.51,5.75,44.245,37.01428571428571,44.245
2400,36.04,42.27,16.02,8.99,1.34,79.38,-3.3,-1.6,290.27,61.32,83578.4,"101.22,24.64",2013-10-1,16.02,11.2375,42.27,33.5,39.69,51.3,51.3
2410,37.15,52.43,17.63,16.31,1.37,54.4,-6.87,0.72,287.43,70.82,80133.27,"102.7,24.68",2013-10-1,17.63,20.3875,51.215,34.25,27.2,52.6875,52.6875
2420,43.09,51.8,19.19,6.25,0.4,82.0,-4.43,-2.0,286.49,82.0,81890.45,"104.18,24.7",2013-10-1,19.19,7.8125,50.9,10.0,41.0,60.112500000000004,60.112500000000004
2430,42.72,48.12,19.53,3.66,0.34,94.14,-1.51,-2.51,292.44,66.32,92075.64,"105.67,24.7",2013-10-1,19.53,4.575,48.12,8.5,47.07,59.65,59.65
2440,40.44,46.88,12.58,3.4,0.33,85.7,-1.99,-3.46,292.65,71.95,93314.12,"107.15,24.68",2013-10-1,12.58,4.25,46.88,8.25,42.85,56.8,56.8
2450,47.58,54.61,14.71,4.34,0.46,89.41,-2.98,-3.03,295.51,74.21,98332.5,"108.63,24.65",2013-10-1,14.71,5.425,52.305,11.5,44.705,65.725,65.725
2460,52.65,60.59,17.41,6.8,0.52,89.87,-5.13,-6.16,294.13,78.47,94987.35,"110.12,24.59",2013-10-1,17.41,8.5,55.295,13.0,44.935,72.0625,72.0625
2470,39.87,45.78,14.16,5.02,0.37,85.81,-4.22,-4.23,297.73,66.49,97859.77,"111.6,24.52",2013-10-1,14.16,6.2749999999999995,45.78,9.25,42.905,56.0875,56.0875
2480,42.88,52.28,15.55,9.87,0.53,74.29,-4.85,-7.18,297.08,67.84,97115.96,"113.07,24.42",2013-10-1,15.55,12.337499999999999,51.14,13.25,37.145,59.85,59.85
2490,52.39,61.37,14.33,8.84,0.76,78.27,-2.08,-7.64,295.71,76.66,96578.09,"114.55,24.31",2013-10-1,14.33,11.05,55.685,19.0,39.135,71.7375,71.7375
2500,57.76,66.32,12.87,17.44,0.43,84.72,-2.06,-3.86,298.5,73.15,98811.21,"116.02,24.18",2013-10-1,12.87,21.8,58.16,10.75,42.36,78.44999999999999,78.44999999999999
2510,37.07,45.35,11.23,15.93,0.41,90.27,-3.91,-5.58,296.94,77.24,98668.45,"117.48,24.03",2013-10-1,11.23,19.9125,45.35,10.25,45.135,52.5875,52.5875
2520,7.78,13.06,1.38,4.35,0.14,66.86,-0.81,-6.08,296.54,88.05,96744.44,"121.42,23.54",2013-10-1,1.38,5.4375,13.06,3.5000000000000004,33.43,11.114285714285716,33.43
2530,26.45,28.24,8.51,3.52,0.23,87.44,-7.01,1.9,291.19,50.83,82359.91,"98.99,24.68",2013-10-1,8.51,4.4,28.24,5.75,43.72,37.785714285714285,43.72
2540,28.0,29.78,11.73,3.76,0.24,91.69,-6.4,0.04,290.71,56.78,81814.7,"100.47,24.75",2013-10-1,11.73,4.699999999999999,29.78,6.0,45.845,40.0,45.845
2550,39.27,55.75,21.77,20.61,1.66,54.5,-4.77,-0.22,290.33,61.13,82266.62,"101.95,24.8",2013-10-1,21.77,25.7625,52.875,41.5,27.25,55.337500000000006,55.337500000000006
2560,38.57,48.93,15.16,8.0,0.62,75.12,-6.58,0.62,287.91,73.12,81153.87,"103.44,24.83",2013-10-1,15.16,10.0,48.93,15.5,37.56,54.4625,54.4625
2570,45.69,54.34,27.86,6.32,0.37,89.73,-2.85,-4.13,291.55,63.21,89085.67,"104.93,24.84",2013-10-1,27.86,7.9,52.17,9.25,44.865,63.3625,63.3625
2580,37.55,43.7,12.82,2.52,0.31,94.09,-3.95,-2.56,290.54,72.9,89279.38,"106.41,24.83",2013-10-1,12.82,3.15,43.7,7.75,47.045,53.1875,53.1875
2590,43.27,49.26,13.64,2.69,0.36,89.93,-2.22,-3.83,294.64,69.23,96014.04,"107.9,24.8",2013-10-1,13.64,3.3625,49.26,9.0,44.965,60.337500000000006,60.337500000000006
2600,46.61,54.15,14.97,5.29,0.48,92.8,-2.83,-5.48,297.03,67.4,98534.3,"109.38,24.76",2013-10-1,14.97,6.6125,52.075,12.0,46.4,64.5125,64.5125
2610,40.59,46.22,14.93,4.23,0.39,99.23,-4.67,-4.39,298.31,62.79,97547.29,"110.86,24.69",2013-10-1,14.93,5.2875000000000005,46.22,9.75,49.615,56.987500000000004,56.987500000000004
2620,54.74,66.16,17.51,13.47,0.51,68.95,-0.09,-6.05,294.92,76.16,96315.59,"112.34,24.61",2013-10-1,17.51,16.837500000000002,58.08,12.75,34.475,74.67500000000001,74.67500000000001
2630,48.19,58.92,19.29,8.68,0.7,75.42,-2.82,-5.01,296.62,70.02,97168.4,"113.82,24.5",2013-10-1,19.29,10.85,54.46,17.5,37.71,66.4875,66.4875
2640,49.69,55.02,11.24,10.3,0.65,86.55,-0.15,-4.29,298.36,73.07,99216.32,"115.3,24.38",2013-10-1,11.24,12.875,52.510000000000005,16.25,43.275,68.3625,68.3625
2650,39.78,45.8,9.85,11.06,0.33,86.62,-2.03,-1.4,298.35,68.83,98225.2,"116.77,24.24",2013-10-1,9.85,13.825000000000001,45.8,8.25,43.31,55.975,55.975
2660,12.68,18.15,5.54,18.73,0.19,66.49,1.42,-0.24,299.19,76.63,97298.93,"120.71,23.78",2013-10-1,5.54,23.4125,18.15,4.75,33.245,18.114285714285714,33.245
2670,26.9,28.46,9.54,4.08,0.24,92.68,-5.47,-2.49,293.52,44.43,86315.31,"98.24,24.78",2013-10-1,9.54,5.1,28.46,6.0,46.34,38.42857142857143,46.34
2680,28.67,30.72,10.52,3.7,0.24,87.94,-6.35,-0.91,289.1,56.8,81331.89,"99.72,24.85",2013-10-1,10.52,4.625,30.72,6.0,43.97,40.95714285714286,43.97
2690,41.81,49.57,19.41,11.5,1.18,77.33,-4.81,-0.37,287.88,66.24,80653.88,"101.21,24.91",2013-10-1,19.41,14.375,49.57,29.5,38.665,58.5125,58.5125
2700,44.5,63.53,25.27,28.9,0.98,56.92,-6.17,0.59,288.38,67.74,81133.46,"102.69,24.95",2013-10-1,25.27,36.125,56.765,24.5,28.46,61.875,61.875
2710,47.85,59.62,25.92,9.9,0.46,79.48,-3.9,-0.88,286.53,79.13,81747.52,"104.18,24.97",2013-10-1,25.92,12.375,54.81,11.5,39.74,66.0625,66.0625
2720,42.14,49.86,22.23,4.49,0.35,95.17,-2.8,-4.56,290.47,68.03,88867.26,"105.67,24.97",2013-10-1,22.23,5.612500000000001,49.86,8.75,47.585,58.925,58.925
2730,37.47,44.69,13.06,3.32,0.32,89.7,-1.89,-2.27,293.29,65.97,93142.8,"107.16,24.95",2013-10-1,13.06,4.1499999999999995,44.69,8.0,44.85,53.0875,53.0875
2740,45.73,51.96,14.33,3.25,0.42,90.98,-4.79,-4.89,293.96,72.85,94271.2,"108.64,24.92",2013-10-1,14.33,4.0625,50.980000000000004,10.5,45.49,63.412499999999994,63.412499999999994
2750,55.34,64.14,23.22,9.55,0.57,89.72,-1.64,-5.17,294.27,76.64,96712.34,"110.13,24.86",2013-10-1,23.22,11.9375,57.07,14.249999999999998,44.86,75.42500000000001,75.42500000000001
2760,44.58,50.43,15.54,4.75,0.36,89.72,-3.06,-5.86,293.56,79.03,92735.57,"111.61,24.79",2013-10-1,15.54,5.9375,50.215,9.0,44.86,61.974999999999994,61.974999999999994
